Price,RAM,Storage,Battery,Display,Camera
3799810,-0.15905040748897184,-0.045057148476164856,0.4481882320024766,-0.09034787361623778,0.029467867455565323
4559810,-0.15905040748897184,-0.045057148476164856,0.4481882320024766,-0.09034787361623778,0.029467867455565323
7979810,-0.15905040748897184,1.2410515758456766,0.4481882320024766,-0.09034787361623778,0.029467867455565323
6459810,-0.15905040748897184,-0.045057148476164856,0.4481882320024766,-0.09034787361623778,0.029467867455565323
3799810,-0.15905040748897184,-0.045057148476164856,0.4481882320024766,-0.09034787361623778,0.029467867455565323
4559810,-0.15905040748897184,-0.045057148476164856,0.4481882320024766,-0.09034787361623778,0.19539891921639857
2469810,-0.1714078363647741,-0.045057148476164856,1.1387564193916764,-0.09034787361623778,0.029467867455565323
4261510,-0.15905040748897184,-0.045057148476164856,0.4481882320024766,-0.09034787361623778,0.029467867455565323
4489700,-0.15905040748897184,-0.045057148476164856,0.5172450507413966,-0.09034787361623778,1.8073005648930647
2279810,-0.15905040748897184,-0.045057148476164856,0.4481882320024766,-0.09034787361623778,0.029467867455565323
4369810,-0.15905040748897184,-0.045057148476164856,0.4481882320024766,-0.09034787361623778,0.029467867455565323
7277000,-0.15905040748897184,-0.045057148476164856,0.7934723256970765,-0.09034787361623778,0.029467867455565323
3195800,-0.16522912192687297,-0.045057148476164856,0.4481882320024766,-0.09034787361623778,0.7168965104647317
5319810,-0.14669297861316954,1.2410515758456766,0.4481882320024766,-0.09034787361623778,0.029467867455565323
3419810,-0.15905040748897184,-0.045057148476164856,0.4481882320024766,-0.09034787361623778,0.19539891921639857
5300810,-0.15905040748897184,-0.045057148476164856,0.4481882320024766,-0.09034787361623778,0.029467867455565323
7599810,-0.15905040748897184,-0.045057148476164856,0.4481882320024766,-0.09034787361623778,0.029467867455565323
3334310,-0.15905040748897184,-0.045057148476164856,0.4481882320024766,-0.09034787361623778,0.7168965104647317
2659810,-0.15905040748897184,-0.045057148476164856,1.1387564193916764,-0.09034787361623778,0.029467867455565323
13299810,-0.14669297861316954,3.813269024489359,0.17886663892068874,-0.09034787361623778,0.029467867455565323
4628210,-0.15905040748897184,1.2410515758456766,1.1387564193916764,-0.09034787361623778,0.7168965104647317
2754810,-0.16522912192687297,-0.045057148476164856,1.1387564193916764,-0.09034787361623778,0.029467867455565323
4559810,-0.15905040748897184,-0.045057148476164856,0.4481882320024766,-0.09034787361623778,0.029467867455565323
3039810,-0.14669297861316954,1.2410515758456766,1.1387564193916764,-0.09034787361623778,0.029467867455565323
5889810,-0.15905040748897184,-0.045057148476164856,0.4481882320024766,-0.09034787361623778,0.029467867455565323
3228100,-0.16522912192687297,-0.045057148476164856,0.4481882320024766,-0.09034787361623778,0.7168965104647317
8929810,-0.14669297861316954,3.813269024489359,0.4481882320024766,-0.09034787361623778,0.029467867455565323
2120210,-0.1714078363647741,-0.045057148476164856,0.4481882320024766,-0.09034787361623778,0.005763431489732003
5846300,-0.15905040748897184,1.2410515758456766,0.4481882320024766,-0.09034787361623778,1.8073005648930647
12729810,-0.16522912192687297,-0.045057148476164856,-0.691939845377092,-0.09034787361623778,0.005763431489732003
4939810,-0.15905040748897184,1.2410515758456766,0.4481882320024766,-0.09034787361623778,0.029467867455565323
5032150,-0.15905040748897184,-0.045057148476164856,0.4481882320024766,-0.09034787361623778,0.029467867455565323
4939810,-0.15905040748897184,1.2410515758456766,0.4481882320024766,-0.09034787361623778,0.19539891921639857
4559810,-0.15905040748897184,-0.045057148476164856,0.17196095704679676,-0.09034787361623778,0.19539891921639857
